Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,O-C,H-L,%CVol,Bid,Ask,Implied Volatility,Ask Implied Volatility,Bid Implied Volatility,Delta,Theta,Gamma,Open Interest,Rho,Vega,Mid Price
16-Jan-2024,155.9,+7.3,+4.9%,,,,60,,,+200.0%,153.9,157.8,13.4,13.4,12.9,-0.6,-0.3,0.0,731,-6.9,8.7,155.9
15-Jan-2024,148.6,+10.2,+7.4%,,,,,,,,145.0,151.6,13.0,13.5,12.7,-0.6,-0.3,0.0,681,-6.9,8.7,148.3
12-Jan-2024,138.4,-20.6,-13.0%,135.1,135.1,135.1,20,3.3,0.0,-33.3%,137.8,140.2,13.4,13.4,13.1,-0.5,-0.4,0.0,681,-6.6,9.5,139.0
11-Jan-2024,159.0,+15.7,+11.0%,136.1,136.1,136.1,30,22.9,0.0,+172.7%,155.4,164.0,13.3,13.9,12.9,-0.6,-0.3,0.0,681,-7.3,8.9,159.7
10-Jan-2024,143.3,-3.3,-2.3%,,,,,,,,138.4,147.8,13.3,13.7,12.7,-0.5,-0.4,0.0,651,-6.9,9.6,143.1
09-Jan-2024,146.6,+4.3,+3.0%,146.9,146.9,157.3,11,0.3,10.4,-38.9%,145.2,147.8,13.4,13.6,13.3,-0.5,-0.3,0.0,651,-7.0,8.9,146.5
08-Jan-2024,142.3,-13.9,-8.9%,142.0,140.4,142.0,18,0.3,1.6,-82.5%,141.0,143.4,13.8,13.9,13.6,-0.5,-0.4,0.0,648,-6.8,9.6,142.2
05-Jan-2024,156.2,+4.5,+3.0%,,,,,,,,151.0,161.1,14.1,14.6,13.5,-0.5,-0.4,0.0,636,-7.3,9.8,156.1
04-Jan-2024,151.7,-19.8,-11.5%,,,,,,,,149.8,153.8,14.1,14.4,14.0,-0.5,-0.4,0.0,636,-7.2,9.8,151.8
03-Jan-2024,171.5,+34.3,+25.0%,,,,,,,,169.8,172.8,14.7,14.7,14.4,-0.5,-0.3,0.0,636,-7.6,9.2,171.3
02-Jan-2024,137.2,+2.0,+1.5%,,,,,,,,135.0,138.4,14.3,14.4,14.0,-0.5,-0.4,0.0,636,-6.7,9.8,136.7
29-Dec-2023,135.2,+1.5,+1.1%,,,,,,,,131.9,139.5,14.5,14.7,14.0,-0.5,-0.4,0.0,636,-6.8,9.9,135.7
28-Dec-2023,133.7,+5.7,+4.5%,131.5,131.5,131.5,103,2.2,0.0,+128.9%,132.0,135.2,13.9,14.1,13.8,-0.5,-0.4,0.0,636,-7.0,10.0,133.6
27-Dec-2023,128.0,-8.2,-6.0%,130.8,129.7,130.8,45,2.8,1.1,-77.4%,126.2,128.4,14.0,14.1,13.9,-0.5,-0.4,0.0,633,-6.8,10.0,127.3
22-Dec-2023,136.2,-0.1,-0.1%,140.0,140.0,140.0,199,3.8,0.0,0.0%,134.0,137.4,14.3,14.5,14.1,-0.5,-0.4,0.0,633,-7.2,10.2,135.7
21-Dec-2023,136.3,+8.1,+6.3%,138.9,138.9,138.9,199,2.6,0.0,"+19,800.0%",135.2,137.5,14.5,14.5,14.3,-0.5,-0.4,0.0,434,-7.2,10.3,136.4
20-Dec-2023,128.2,+1.1,+0.9%,,,,,,,,126.8,129.1,14.1,14.3,14.1,-0.4,-0.4,0.0,235,-7.1,10.3,128.0
19-Dec-2023,127.1,-7.5,-5.6%,128.6,128.6,128.6,1,1.5,0.0,-95.0%,125.3,128.7,14.0,14.2,13.9,-0.4,-0.4,0.0,235,-7.1,10.3,127.0
18-Dec-2023,134.6,+13.3,+11.0%,,,,,,,,133.3,136.7,14.1,14.2,13.9,-0.5,-0.4,0.0,235,-7.4,10.4,135.0
15-Dec-2023,121.3,-3.5,-2.8%,,,,,,,,120.6,122.4,14.0,14.3,14.1,-0.4,-0.4,0.0,235,-7.1,10.4,121.5
14-Dec-2023,124.8,-6.2,-4.7%,124.2,124.2,124.2,20,0.6,0.0,-66.1%,122.8,125.3,13.8,14.0,13.8,-0.4,-0.3,0.0,235,-7.3,10.5,124.1
13-Dec-2023,131.0,+3.7,+2.9%,,,,,,,,129.0,132.4,14.0,14.1,13.8,-0.4,-0.3,0.0,215,-7.5,10.6,130.7
12-Dec-2023,127.3,+0.7,+0.6%,,,,,,,,125.7,129.1,13.9,14.0,13.8,-0.4,-0.3,0.0,215,-7.4,10.6,127.4
11-Dec-2023,126.6,-10.7,-7.8%,132.3,130.9,134.5,59,5.7,3.6,-64.5%,123.8,129.5,14.0,14.4,13.9,-0.4,-0.3,0.0,215,-7.4,10.6,126.7
08-Dec-2023,137.3,-24.4,-15.1%,,,,166,,,,134.9,137.9,14.1,14.2,13.9,-0.4,-0.3,0.0,166,-7.9,10.8,136.4
07-Dec-2023,161.7,+8.2,+5.3%,,,,,,,,157.6,165.5,14.2,14.5,13.8,-0.5,-0.3,0.0,0,-8.8,11.0,161.6
06-Dec-2023,153.5,-18.1,-10.5%,,,,,,,,150.7,156.0,13.8,14.2,13.7,-0.5,-0.3,0.0,0,-8.7,11.0,153.4
05-Dec-2023,171.6,-18.9,-9.9%,,,,,,,,167.8,174.6,14.1,14.3,13.7,-0.5,-0.3,0.0,0,-9.2,11.1,171.2
04-Dec-2023,190.5,+1.9,+1.0%,,,,,,,,188.2,193.0,13.8,14.0,13.6,-0.6,-0.2,0.0,0,-10.0,10.5,190.6
01-Dec-2023,188.6,-19.6,-9.4%,,,,,,,,187.3,190.9,13.8,13.9,13.6,-0.6,-0.2,0.0,0,-10.1,10.6,189.1
30-Nov-2023,208.2,-8.5,-3.9%,,,,,,,,204.8,212.9,13.7,14.0,13.5,-0.6,-0.2,0.0,0,-10.8,10.8,208.9
29-Nov-2023,216.7,-14.9,-6.4%,,,,,,,,212.8,218.8,13.8,14.1,13.5,-0.6,-0.2,0.0,0,-11.1,10.9,215.8
28-Nov-2023,231.6,+6.0,+2.7%,,,,,,,,227.9,235.6,13.9,14.3,13.6,-0.6,-0.2,0.0,0,-11.5,11.0,231.8
27-Nov-2023,225.6,+10.9,+5.1%,,,,,,,,221.1,229.4,13.7,14.3,13.5,-0.6,-0.2,0.0,0,-11.5,11.0,225.3
24-Nov-2023,214.7,-6.8,-3.1%,,,,,,,,210.7,218.2,13.6,14.0,13.3,-0.6,-0.2,0.0,0,-11.4,11.0,214.5
23-Nov-2023,221.5,-4.2,-1.9%,,,,,,,,220.3,223.1,13.7,13.9,13.6,-0.6,-0.2,0.0,0,-11.6,11.1,221.7
22-Nov-2023,225.7,-14.4,-6.0%,,,,,,,,221.4,228.8,13.6,13.9,13.2,-0.6,-0.2,0.0,0,-11.9,11.2,225.1
21-Nov-2023,240.1,+7.3,+3.1%,,,,,,,,237.1,244.6,13.8,14.2,13.5,-0.6,-0.1,0.0,0,-12.2,9.6,240.9
20-Nov-2023,232.8,-5.0,-2.1%,,,,,,,,229.1,234.7,13.5,13.8,13.3,-0.6,-0.2,0.0,0,-12.2,11.3,231.9
17-Nov-2023,237.8,-27.4,-10.3%,,,,,,,,233.6,240.9,13.9,14.1,13.5,-0.6,-0.2,0.0,0,-12.4,11.4,237.3
16-Nov-2023,265.2,+10.5,+4.1%,,,,,,,,260.8,268.4,14.1,14.5,13.7,-0.7,-0.1,0.0,0,-13.0,9.9,264.6
15-Nov-2023,254.7,-12.9,-4.8%,,,,,,,,250.9,260.0,13.9,14.5,13.6,-0.6,-0.1,0.0,0,-12.9,9.9,255.5
14-Nov-2023,267.6,-50.4,-15.8%,,,,,,,,263.4,272.2,13.4,14.2,13.3,-0.7,-0.1,0.0,0,-13.5,10.1,267.8
13-Nov-2023,318.0,-27.3,-7.9%,,,,,,,,313.7,322.3,14.4,14.8,14.0,-0.7,-0.1,0.0,0,-14.4,10.1,318.0
10-Nov-2023,345.3,+23.3,+7.2%,,,,,,,,341.0,350.0,14.8,15.3,14.4,-0.7,-0.1,0.0,0,-15.0,10.3,345.5
09-Nov-2023,322.0,-38.9,-10.8%,,,,,,,,316.2,326.3,14.7,15.1,14.1,-0.7,-0.1,0.0,0,-14.6,10.2,321.3
08-Nov-2023,360.9,-20.0,-5.3%,,,,,,,,354.8,365.9,15.0,15.5,14.2,-0.7,0.0,0.0,0,-15.4,8.1,360.4
07-Nov-2023,380.9,+5.2,+1.4%,,,,,,,,376.0,387.7,15.1,15.9,14.5,-0.8,0.0,0.0,0,-15.8,8.2,381.9
06-Nov-2023,375.7,+12.5,+3.4%,,,,,,,,372.4,380.4,15.0,15.7,14.7,-0.8,0.0,0.0,0,-15.8,8.2,376.4
03-Nov-2023,363.2,-10.2,-2.7%,,,,,,,,359.2,368.5,15.0,15.7,14.8,-0.7,0.0,0.0,0,-15.8,8.3,363.9
02-Nov-2023,373.4,-65.2,-14.9%,,,,,,,,370.4,378.4,15.7,16.2,15.4,-0.7,-0.1,0.0,0,-15.8,10.4,374.4
01-Nov-2023,438.6,-31.5,-6.7%,,,,,,,,434.8,443.8,16.3,16.7,15.6,-0.8,0.0,0.0,0,-16.7,8.3,439.3
31-Oct-2023,470.1,-27.9,-5.6%,,,,,,,,463.2,477.3,16.9,17.5,15.8,-0.8,0.0,0.0,0,-17.1,8.3,470.3
30-Oct-2023,498.0,-5.8,-1.2%,,,,,,,,493.7,503.2,17.2,17.7,16.6,-0.8,0.0,0.0,0,-17.5,8.4,498.5
27-Oct-2023,503.8,+23.8,+5.0%,,,,,,,,499.8,509.6,16.6,17.9,16.7,-0.8,0.0,0.0,0,-18.0,8.5,504.7
26-Oct-2023,480.0,+23.0,+5.0%,,,,,,,,476.0,487.7,17.1,17.9,16.5,-0.8,0.0,0.0,0,-17.5,8.4,481.9
25-Oct-2023,457.0,-9.8,-2.1%,,,,,,,,449.5,463.2,16.5,17.4,15.7,-0.8,0.0,0.0,0,-17.5,8.5,456.4
24-Oct-2023,466.8,-19.3,-4.0%,,,,,,,,,,17.0,,,-0.8,0.0,0.0,0,-17.5,8.4,
23-Oct-2023,486.1,-12.3,-2.5%,,,,,,,,,,17.1,,,-0.8,0.0,0.0,0,-17.9,8.5,
20-Oct-2023,498.4,+51.7,+11.6%,,,,,,,,,,17.1,,,-0.8,0.0,0.0,0,-18.3,8.6,
19-Oct-2023,446.7,+15.3,+3.5%,,,,,,,,,,17.1,,,-0.8,0.0,0.0,0,-17.6,8.5,
18-Oct-2023,431.4,+37.8,+9.6%,,,,,,,,419.7,437.7,16.7,17.5,15.4,-0.7,0.0,0.0,0,-17.5,8.6,428.7
17-Oct-2023,393.6,-1.1,-0.3%,,,,,,,,386.1,401.3,16.3,16.8,15.4,-0.7,-0.1,0.0,0,-17.0,10.9,393.7
16-Oct-2023,394.7,-11.1,-2.7%,,,,,,,,385.6,404.9,16.2,17.1,15.3,-0.7,-0.1,0.0,0,-17.2,10.9,395.3
13-Oct-2023,405.8,+52.6,+14.9%,,,,,,,,397.7,415.0,16.4,17.2,15.5,-0.7,-0.1,0.0,0,-17.5,11.0,406.4
12-Oct-2023,353.2,+4.0,+1.1%,,,,,,,,345.9,363.9,15.5,16.5,14.8,-0.7,-0.1,0.0,0,-16.8,11.0,354.9
11-Oct-2023,349.2,-1.3,-0.4%,,,,,,,,340.5,358.9,15.2,16.4,14.7,-0.7,-0.1,0.0,0,-16.9,11.1,349.7
10-Oct-2023,350.5,-72.2,-17.1%,,,,,,,,343.1,361.5,15.6,16.6,15.0,-0.7,-0.1,0.0,0,-16.8,11.0,352.3
09-Oct-2023,422.7,+24.0,+6.0%,,,,,,,,417.4,437.3,16.3,17.6,15.5,-0.7,0.0,0.0,0,-18.2,8.8,427.4
06-Oct-2023,398.7,-34.5,-8.0%,,,,,,,,387.6,409.6,16.2,17.1,15.1,-0.7,-0.1,0.0,0,-18.0,11.2,398.6
05-Oct-2023,433.2,-0.7,-0.2%,,,,,,,,422.6,445.2,16.4,17.7,15.3,-0.7,0.0,0.0,0,-18.7,8.9,433.9
04-Oct-2023,433.9,-4.7,-1.1%,,,,,,,,423.0,445.6,16.5,17.7,15.3,-0.7,0.0,0.0,0,-18.7,8.9,434.3
03-Oct-2023,438.6,+36.0,+8.9%,,,,,,,,429.1,449.6,16.1,,,-0.7,-0.1,0.0,0,-18.4,11.3,439.4
02-Oct-2023,402.6,+33.6,+9.1%,,,,,,,,391.8,411.8,16.1,17.0,15.2,-0.7,-0.1,0.0,0,-18.4,11.3,401.8
29-Sep-2023,369.0,-17.1,-4.4%,,,,,,,,360.0,378.5,15.4,16.5,14.9,-0.7,-0.1,0.0,0,-18.2,11.4,369.3
28-Sep-2023,386.1,-21.8,-5.3%,,,,,,,,375.8,397.4,16.1,17.0,15.1,-0.7,-0.1,0.0,0,-18.3,11.4,386.6
27-Sep-2023,407.9,-1.8,-0.4%,,,,,,,,396.5,420.3,16.2,17.3,15.1,-0.7,-0.1,0.0,0,-18.8,11.5,408.4
26-Sep-2023,409.7,+28.9,+7.6%,,,,,,,,399.2,420.0,16.2,17.0,15.0,-0.7,-0.1,0.0,0,-18.9,11.5,409.6
25-Sep-2023,380.8,+35.2,+10.2%,,,,,,,,370.1,390.5,16.0,16.6,14.9,-0.7,-0.1,0.0,0,-18.4,11.5,380.3
22-Sep-2023,345.6,+2.0,+0.6%,,,,,,,,334.7,355.3,15.2,16.2,14.4,-0.7,-0.1,0.0,0,-18.1,11.5,345.0
21-Sep-2023,343.6,+47.4,+16.0%,,,,,,,,332.8,356.0,15.3,16.4,14.4,-0.7,-0.1,0.0,0,-18.1,11.5,344.4
20-Sep-2023,296.2,-28.2,-8.7%,,,,,,,,285.0,306.6,14.8,15.6,13.8,-0.6,-0.1,0.0,0,-17.1,11.4,295.8
19-Sep-2023,324.4,+1.2,+0.4%,,,,,,,,311.6,336.2,15.3,16.2,14.1,-0.6,-0.1,0.0,0,-17.7,11.5,323.9
18-Sep-2023,323.2,+34.6,+12.0%,,,,,,,,311.0,335.4,15.1,15.9,13.8,-0.6,-0.1,0.0,0,-17.8,11.5,323.2
15-Sep-2023,288.6,-4.8,-1.6%,,,,,,,,279.6,290.3,14.9,15.1,14.3,-0.6,-0.1,0.0,0,-17.0,13.4,285.0
14-Sep-2023,293.4,-43.2,-12.8%,,,,,,,,,,14.6,,,-0.6,-0.1,0.0,0,-17.5,13.6,
13-Sep-2023,336.6,+9.4,+2.9%,,,,,,,,,,15.0,,,-0.7,-0.1,0.0,0,-18.5,11.7,
12-Sep-2023,327.2,+8.5,+2.7%,,,,,,,,,,15.3,,,-0.6,-0.1,0.0,0,-18.2,11.6,
11-Sep-2023,318.7,-11.7,-3.5%,,,,,,,,,,15.2,,,-0.6,-0.1,0.0,0,-18.1,11.6,
08-Sep-2023,330.4,-17.7,-5.1%,,,,,,,,,,15.2,,,-0.6,-0.1,0.0,0,-18.6,11.8,
07-Sep-2023,348.1,+15.1,+4.5%,,,,,,,,,,15.8,,,-0.6,-0.1,0.0,0,-18.8,11.7,
06-Sep-2023,333.0,+20.9,+6.7%,,,,,,,,,,15.5,,,-0.6,-0.1,0.0,0,-18.6,11.7,
05-Sep-2023,312.1,+2.5,+0.8%,,,,,,,,,,15.4,,,-0.6,-0.1,0.0,0,-18.1,13.7,
04-Sep-2023,309.6,+5.6,+1.8%,,,,,,,,,,15.7,,,-0.6,-0.2,0.0,0,-17.9,13.7,
01-Sep-2023,304.0,+11.7,+4.0%,,,,,,,,,,15.3,,,-0.6,-0.1,0.0,0,-18.1,13.8,
31-Aug-2023,292.3,+5.6,+2.0%,,,,,,,,,,15.1,,,-0.6,-0.1,0.0,0,-17.9,13.8,
30-Aug-2023,286.7,+4.1,+1.5%,,,,,,,,,,15.4,,,-0.6,-0.2,0.0,0,-17.5,13.7,
29-Aug-2023,282.6,-21.2,-7.0%,,,,,,,,,,15.5,,,-0.6,-0.2,0.0,0,-17.3,13.7,
28-Aug-2023,303.8,-40.9,-11.9%,,,,,,,,,,15.7,,,-0.6,-0.2,0.0,0,-18.0,13.8,
25-Aug-2023,344.7,-2.7,-0.8%,,,,,,,,,,16.3,,,-0.6,-0.2,0.0,0,-19.3,14.0,
24-Aug-2023,347.4,+23.4,+7.2%,,,,,,,,,,16.3,,,-0.6,-0.1,0.0,0,-19.4,12.0,
23-Aug-2023,324.0,-5.6,-1.7%,,,,,,,,,,16.0,,,-0.6,-0.2,0.0,0,-18.8,14.0,
22-Aug-2023,329.6,-25.1,-7.1%,,,,,,,,,,16.2,,,-0.6,-0.2,0.0,0,-19.0,14.0,
21-Aug-2023,354.7,-7.5,-2.1%,,,,,,,,,,16.4,,,-0.6,-0.1,0.0,0,-19.7,12.0,
18-Aug-2023,362.2,+7.2,+2.0%,,,,,,,,,,16.4,,,-0.6,-0.1,0.0,0,-20.1,12.1,
17-Aug-2023,355.0,+38.6,+12.2%,,,,,,,,,,16.6,,,-0.6,-0.2,0.0,0,-19.9,14.2,
16-Aug-2023,316.4,-1.2,-0.4%,,,,,,,,,,16.2,,,-0.6,-0.2,0.0,0,-18.9,14.1,
15-Aug-2023,317.6,+27.1,+9.3%,,,,,,,,,,16.4,,,-0.6,-0.2,0.0,0,-18.8,14.1,
14-Aug-2023,290.5,-5.8,-2.0%,,,,,,,,,,16.1,,,-0.5,-0.2,0.0,0,-18.1,14.0,
11-Aug-2023,296.3,+34.6,+13.2%,,,,,,,,,,16.1,,,-0.6,-0.2,0.0,0,-18.5,14.1,
10-Aug-2023,261.7,-40.3,-13.3%,,,,,,,,,,16.1,,,-0.5,-0.2,0.0,0,-17.2,13.9,
09-Aug-2023,302.0,-17.1,-5.4%,,,,,,,,,,16.3,,,-0.6,-0.2,0.0,0,-18.7,14.2,
08-Aug-2023,319.1,+31.9,+11.1%,,,,,,,,,,16.4,,,-0.6,-0.2,0.0,0,-19.3,14.3,
07-Aug-2023,287.2,-3.8,-1.3%,,,,,,,,,,16.0,,,-0.5,-0.2,0.0,0,-18.4,14.2,
04-Aug-2023,291.0,-24.7,-7.8%,,,,,,,,,,16.0,,,-0.5,-0.2,0.0,0,-18.7,14.3,
03-Aug-2023,315.7,+19.1,+6.4%,,,,,,,,,,16.6,,,-0.6,-0.2,0.0,0,-19.2,14.3,
02-Aug-2023,296.6,+46.9,+18.8%,,,,,,,,,,16.6,,,-0.5,-0.2,0.0,0,-18.7,14.2,
01-Aug-2023,249.7,+33.1,+15.3%,,,,,,,,,,15.9,,,-0.5,-0.2,0.0,0,-17.3,15.3,
31-Jul-2023,216.6,+3.3,+1.5%,,,,,,,,,,15.6,,,-0.4,-0.2,0.0,0,-16.0,15.1,
28-Jul-2023,213.3,-10.2,-4.6%,,,,,,,,,,15.2,,,-0.5,-0.2,0.0,0,-16.2,15.2,
27-Jul-2023,223.5,-50.7,-18.5%,,,,,,,,,,15.3,,,-0.5,-0.2,0.0,0,-16.6,15.3,
26-Jul-2023,274.2,+22.8,+9.1%,,,,,,,,,,15.3,,,-0.5,-0.1,0.0,0,-18.9,14.5,
25-Jul-2023,251.4,-2.5,-1.0%,,,,,,,,,,15.5,,,-0.5,-0.1,0.0,0,-18.0,14.3,
24-Jul-2023,253.9,+3.2,+1.3%,,,,,,,,221.3,293.6,15.3,18.0,13.1,-0.5,-0.1,0.0,0,-18.2,14.4,257.5
21-Jul-2023,250.7,-11.1,-4.2%,,,,,,,,,,15.4,,,-0.5,-0.1,0.0,0,-18.2,14.5,
20-Jul-2023,261.8,-5.9,-2.2%,,,,,,,,,,15.4,,,-0.5,-0.1,0.0,0,-18.7,14.5,
19-Jul-2023,267.7,+3.7,+1.4%,,,,,,,,,,15.4,,,-0.5,-0.1,0.0,0,-19.0,14.6,
18-Jul-2023,264.0,-6.9,-2.5%,,,,,,,,,,15.4,,,-0.5,-0.1,0.0,0,-18.9,14.6,
17-Jul-2023,270.9,+21.9,+8.8%,,,,,,,,,,15.4,,,-0.5,-0.1,0.0,0,-19.2,14.7,
14-Jul-2023,249.0,-3.2,-1.3%,,,,,,,,,,15.4,,,-0.5,-0.2,0.0,0,-18.4,15.8,
13-Jul-2023,252.2,-13.3,-5.0%,,,,,,,,,,15.4,,,-0.5,-0.2,0.0,0,-18.6,15.9,
12-Jul-2023,265.5,-44.2,-14.3%,,,,,,,,,,15.2,,,-0.5,-0.1,0.0,0,-19.4,14.8,
11-Jul-2023,309.7,-24.2,-7.2%,,,,,,,,,,15.4,,,-0.6,-0.1,0.0,0,-21.1,15.1,
10-Jul-2023,333.9,-12.2,-3.5%,,,,,,,,,,15.8,,,-0.6,-0.1,0.0,0,-21.8,15.2,
07-Jul-2023,346.1,-9.0,-2.5%,,,,,,,,,,15.8,,,-0.6,-0.1,0.0,0,-22.5,15.4,
06-Jul-2023,355.1,+73.8,+26.2%,,,,,,,,,,15.8,,,-0.6,-0.1,0.0,0,-22.9,15.4,
05-Jul-2023,281.3,+25.3,+9.9%,,,,,,,,,,15.6,,,-0.5,-0.1,0.0,0,-20.1,15.0,
04-Jul-2023,256.0,+5.0,+2.0%,,,,,,,,,,15.4,,,-0.5,-0.2,0.0,0,-19.3,16.1,
03-Jul-2023,251.0,-1.0,-0.4%,,,,,,,,,,15.3,,,-0.5,-0.2,0.0,0,-19.1,16.1,
30-Jun-2023,252.0,-27.9,-10.0%,,,,,,,,,,15.3,,,-0.5,-0.2,0.0,0,-19.2,16.2,
29-Jun-2023,279.9,-5.0,-1.8%,,,,,,,,,,15.6,,,-0.5,-0.1,0.0,0,-20.3,15.1,
28-Jun-2023,284.9,-27.5,-8.8%,,,,,,,,,,15.6,,,-0.5,-0.1,0.0,0,-20.6,15.2,
27-Jun-2023,312.4,-13.7,-4.2%,,,,,,,,,,16.0,,,-0.5,-0.1,0.0,0,-21.5,15.3,
26-Jun-2023,326.1,-5.9,-1.8%,,,,,,,,,,16.0,,,-0.6,-0.1,0.0,0,-22.1,15.4,
23-Jun-2023,332.0,+18.3,+5.8%,,,,,,,,,,16.1,,,-0.6,-0.1,0.0,0,-22.5,15.5,
22-Jun-2023,313.7,+9.6,+3.2%,,,,,,,,,,16.0,,,-0.5,-0.1,0.0,0,-21.8,15.4,
21-Jun-2023,304.1,+7.9,+2.7%,,,,,,,,,,15.9,,,-0.5,-0.1,0.0,0,-21.5,15.4,
20-Jun-2023,296.2,+9.0,+3.1%,,,,,,,,,,16.2,,,-0.5,-0.1,0.0,0,-21.1,15.3,
19-Jun-2023,287.2,+20.1,+7.5%,,,,,,,,,,16.1,,,-0.5,-0.1,0.0,0,-20.9,15.3,
16-Jun-2023,267.1,-15.5,-5.5%,,,,,,,,,,15.8,,,-0.5,-0.2,0.0,0,-20.3,16.5,
15-Jun-2023,282.6,+3.4,+1.2%,,,,,,,,,,16.0,,,-0.5,-0.1,0.0,0,-20.9,15.4,
14-Jun-2023,279.2,-13.0,-4.4%,,,,,,,,,,16.1,,,-0.5,-0.2,0.0,0,-20.7,16.6,
13-Jun-2023,292.2,-23.7,-7.5%,,,,,,,,,,15.9,,,-0.5,-0.1,0.0,0,-21.5,15.5,
12-Jun-2023,315.9,-19.0,-5.7%,,,,,,,,,,16.3,,,-0.5,-0.1,0.0,0,-22.2,15.6,
09-Jun-2023,334.9,+5.7,+1.7%,,,,,,,,,,16.5,,,-0.5,-0.1,0.0,0,-23.0,15.7,
08-Jun-2023,329.2,-2.4,-0.7%,,,,,,,,,,16.4,,,-0.5,-0.1,0.0,0,-23.1,15.7,
07-Jun-2023,331.6,-3.3,-1.0%,,,,,,,,,,16.4,,,-0.5,-0.1,0.0,0,-23.1,15.7,
06-Jun-2023,334.9,-4.5,-1.3%,,,,,,,,,,16.7,,,-0.5,-0.1,0.0,0,-23.1,15.7,
05-Jun-2023,339.4,+4.6,+1.4%,,,,,,,,,,16.9,,,-0.5,-0.1,0.0,0,-23.1,15.7,
02-Jun-2023,334.8,-33.0,-9.0%,,,,,,,,,,17.6,,,-0.5,-0.2,0.0,0,-22.6,15.6,
01-Jun-2023,367.8,-32.7,-8.2%,,,,,,,,,,17.4,,,-0.6,-0.1,0.0,0,-24.1,15.9,
31-May-2023,400.5,+50.6,+14.5%,,,,,,,,,,18.0,,,-0.6,-0.2,0.0,0,-24.9,15.9,
30-May-2023,349.9,+9.3,+2.7%,,,,,,,,,,17.2,,,-0.5,-0.1,0.0,0,-23.6,15.8,
29-May-2023,340.6,+8.8,+2.7%,,,,,,,,,,17.8,,,-0.5,-0.2,0.0,0,-22.8,15.8,
26-May-2023,331.8,-40.3,-10.8%,,,,,,,,,,17.8,,,-0.5,-0.2,0.0,0,-22.8,15.8,
25-May-2023,372.1,-3.1,-0.8%,,,,,,,,,,17.9,,,-0.5,-0.2,0.0,0,-24.2,15.9,
24-May-2023,375.2,+47.3,+14.4%,,,,,,,,,,17.9,,,-0.5,-0.2,0.0,0,-24.4,16.0,
23-May-2023,327.9,+21.4,+7.0%,,,,,,,,,,17.6,,,-0.5,-0.2,0.0,0,-22.9,15.8,
22-May-2023,306.5,+0.8,+0.3%,,,,,,,,,,17.3,,,-0.5,-0.2,0.0,0,-22.2,17.1,
19-May-2023,305.7,-17.7,-5.5%,,,,,,,,,,17.5,,,-0.5,-0.2,0.0,0,-22.1,17.1,
18-May-2023,323.4,-28.9,-8.2%,,,,,,,,,,17.7,,,-0.5,-0.2,0.0,0,-24.0,16.0,
17-May-2023,352.3,-1.8,-0.5%,,,,,,,,,,17.7,,,-0.5,-0.2,0.0,0,-24.0,16.0,
